"Story","Title","Result","Date","Stability","Duration (s)"
"As a user I want to enter the Advantage page to make a purchase","Enter the Advange website and simulate a purchase","SUCCESS","2023-02-24T23:17:55.562-05:00[America/Bogota]","0.0","4.24"
